VIN,Model Year,Make,Model,Fuel Type (Primary),Body Class,Gross Vehicle Wt,MPG (City),MPG (Highway),MPG (Combined),MPG Source,MPG Estimated,CO2 (Primary),CO2 (Alt),Alt Range,Odometer,Annual Mileage,Asset ID,Department,Location,Assumed Vehicle (Text),Assumed Vehicle (ID),Match Confidence,Data Quality,Processing Status,Processing Error,Commercial Category,GVWR (pounds),Engine Horsepower,Engine Configuration,Fuel Type (Secondary),Vehicle Class,Series,Trim Level,Diesel Engine,Commercial Vehicle,Commercial Summary,ACF Compliance,ACF Detail,ACF Mandate Status,Proposed EV Year,EV Year Reason,Fuel Type Mismatch,atvType,barrels08,barrelsA08,battery,c240Dscr,c240bDscr,charge120,charge240,charge240b,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityMpk,cityUF,cityUmpk,co2,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combMpk,combUmpk,combinedCD,combinedUF,createdOn,cylDeact,cylDeactYesNo,cylinders,displ,drive,emissionsList,engId,eng_dscr,evMotor,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,Fuel Type (Secondary),ghgScore,ghgScoreA,guzzler,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayMpk,highwayUF,highwayUmpk,hlv,hpv,id,lv2,lv4,make,mfrCode,model,modifiedOn,mpgData,mpgRevised,phevBlended,phevCity,phevComb,phevHwy,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,startStop,trans_dscr,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,baseModel,sCharger,tCharger
1FTEW1EP0KKE12345,2019,FORD,F-150,Gasoline,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,26,22,FuelEconomy.gov,No,403.0,,,"45,600","12,800",PW-009,Public Works,Public Works Yard,"Auto (S10), 6 cyl, 2.7 L, Turbo",41015,100%,94%,Success,,Light Duty,"7,000",325,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.6239,0,0.0,0.0,0.0,0,0.0,0.0,403,0.0,403.0,22,22.2709,0,0.0,0.0,0,0.0,0.0,0.0,2018-11-09T00:00:00-05:00,N,No,6,2.7,Rear-Wheel Drive,None,99,SIDI & PFI,None,4,2000,0,Regular,Regular Gasoline,None,4,-1,None,26,26.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41015,0,0,Ford,FMX,F150 Pickup 2WD,2018-12-18T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),24.7529,0.0,37.7318,0.0,Standard Pickup Trucks 2WD,2019,-2250,F150,None,T
1FTEW1EP9KKE23456,2019,FORD,F-150,Gasoline,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,26,22,FuelEconomy.gov,No,403.0,,,"38,900","11,200",PW-010,Public Works,Public Works Yard,"Auto (S10), 6 cyl, 2.7 L, Turbo",41015,100%,94%,Success,,Light Duty,"7,000",325,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.6239,0,0.0,0.0,0.0,0,0.0,0.0,403,0.0,403.0,22,22.2709,0,0.0,0.0,0,0.0,0.0,0.0,2018-11-09T00:00:00-05:00,N,No,6,2.7,Rear-Wheel Drive,None,99,SIDI & PFI,None,4,2000,0,Regular,Regular Gasoline,None,4,-1,None,26,26.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41015,0,0,Ford,FMX,F150 Pickup 2WD,2018-12-18T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),24.7529,0.0,37.7318,0.0,Standard Pickup Trucks 2WD,2019,-2250,F150,None,T
1FAHP3F21CL234567,2012,FORD,Focus,Gasoline,Sedan/Saloon,"Class 1: 6,000 lb or less (2,722 kg or less)",27,36,30,FuelEconomy.gov,No,296.2,,,"38,200","11,500",ADM-002,Administration,City Hall,"Auto (AM-S6), 4 cyl, 2.0 L",31183,100%,94%,Success,,Light Duty,"6,000",160,In-Line,Flexible Fuel Vehicle (FFV),PASSENGER CAR,,SE,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,9.917,0.0,-1,None,None,0.0,0.0,0.0,27,26.887,0,0.0,0.0,0.0,0,0.0,0.0,-1,0.0,296.23333333333335,30,30.2573,0,0.0,0.0,0,0.0,0.0,0.0,2013-01-01T00:00:00-05:00,None,No,4,2.0,Front-Wheel Drive,None,6,SIDI; Select shift transmission,None,-1,1450,0,Regular,Regular Gasoline,None,-1,-1,None,36,35.7317,0,0.0,0.0,0.0,0,0.0,0.0,23,90,31183,0,13,Ford,FMX,Focus FWD,2017-04-05T00:00:00-04:00,Y,true,false,0,0,0,0,90,0,0.0,0.0,0.0,0.0,None,None,Automatic (AM-S6),35.0466,0.0,52.2073,0.0,Compact Cars,2012,500,Focus,None,None
1FMCU9G62NUA56789,2022,FORD,Escape,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",26,31,28,FuelEconomy.gov,No,318.0,,,"15,600","9,500",ADM-004,Administration,City Hall,"Auto 8-spd, 3 cyl, 1.5 L, Turbo",44814,100%,98%,Success,,Light Duty,"5,000",181,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SE,No,No,"Light Duty | GVWR: 5,000 lb",Exempt — Light-Duty,"GVWR 5,000 lbs; not subject to ACF",,,,,None,10.625357142857142,0.0,-1,None,None,0.0,0.0,0.0,26,26.2388,0,0.0,0.0,0.0,0,0.0,0.0,318,0.0,318.0,28,28.0,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,Y,Yes,3,1.5,All-Wheel Drive,None,40,SIDI,None,6,1550,0,Regular,Regular Gasoline,None,6,-1,None,31,31.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44814,0,0,Ford,FMX,Escape AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic 8-spd,34.1,0.0,48.3,0.0,Small Sport Utility Vehicle 4WD,2022,0,Escape,None,T
1C6SRFFTXMN234567,2021,RAM,1500,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",17,23,19,FuelEconomy.gov,No,467.0,,,"62,300","13,600",PW-013,Public Works,Public Works Yard,"Auto 8-spd, 8 cyl, 5.7 L, Mild Hybrid; eTorque",43008,100%,94%,Success,,Light Duty,"8,000",395,V-Shaped,,TRUCK,DT,"Big Horn, Lonestar",No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,Hybrid,15.65842105263158,0.0,-1,None,None,0.0,0.0,0.0,17,16.7042,0,0.0,0.0,0.0,0,0.0,0.0,467,0.0,467.0,19,19.0135,0,0.0,0.0,0,0.0,0.0,0.0,2020-08-28T00:00:00-04:00,Y,Yes,8,5.7,Rear-Wheel Drive,None,521,Mild Hybrid; eTorque,48V Li-Ion,3,2750,0,Midgrade,Midgrade Gasoline,None,3,-1,None,23,22.8793,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43008,0,0,Ram,CRX,1500 2WD,2021-08-17T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic 8-spd,20.8,0.0,31.9499,0.0,Standard Pickup Trucks 2WD,2021,-6000,1500,None,None
1C6SRFFT4MN345678,2021,RAM,1500,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",17,23,19,FuelEconomy.gov,No,467.0,,,"55,800","12,900",PW-014,Public Works,Public Works Yard,"Auto 8-spd, 8 cyl, 5.7 L, Mild Hybrid; eTorque",43008,100%,94%,Success,,Light Duty,"8,000",395,V-Shaped,,TRUCK,DT,"Big Horn, Lonestar",No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,Hybrid,15.65842105263158,0.0,-1,None,None,0.0,0.0,0.0,17,16.7042,0,0.0,0.0,0.0,0,0.0,0.0,467,0.0,467.0,19,19.0135,0,0.0,0.0,0,0.0,0.0,0.0,2020-08-28T00:00:00-04:00,Y,Yes,8,5.7,Rear-Wheel Drive,None,521,Mild Hybrid; eTorque,48V Li-Ion,3,2750,0,Midgrade,Midgrade Gasoline,None,3,-1,None,23,22.8793,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43008,0,0,Ram,CRX,1500 2WD,2021-08-17T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic 8-spd,20.8,0.0,31.9499,0.0,Standard Pickup Trucks 2WD,2021,-6000,1500,None,None
1GCUYDED0MZ123456,2021,CHEVROLET,Silverado,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",15,19,16,FuelEconomy.gov,No,547.0,512.0,288,"48,700","11,500",PW-015,Public Works,Public Works Yard,"Auto 6-spd, 8 cyl, 5.3 L, SIDI; FFV",43089,100%,90%,Success,,Light Duty,"8,000",,,,TRUCK,1500,LT,No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,FFV,18.594375,5.3225,-1,None,None,0.0,0.0,0.0,15,14.5136,11,10.946,0.0,0.0,0,0.0,0.0,547,512.0,547.0,16,16.2552,12,12.3592,0.0,0,0.0,0.0,0.0,2020-09-10T00:00:00-04:00,Y,Yes,8,5.3,Rear-Wheel Drive,None,699,SIDI; FFV,None,2,2750,3300,Gasoline or E85,Regular Gasoline,E85,2,3,None,19,19.0489,15,14.6747,0.0,0.0,0,0.0,0.0,0,0,43089,0,0,Chevrolet,GMX,Silverado 2WD,2021-04-26T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic 6-spd,17.9,13.5,27.0,0.0,Standard Pickup Trucks 2WD,2021,-6000,Silverado,None,None
2FMPK4J98MBA12345,2021,FORD,Edge,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",20,28,23,FuelEconomy.gov,No,383.0,,,"35,200","9,800",PK-001,Parks & Recreation,Parks Maintenance,"Auto (S8), 4 cyl, 2.0 L, Turbo",43715,100%,96%,Success,,Light Duty,"6,000",,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SEL,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.3652,0,0.0,0.0,0.0,0,0.0,0.0,383,0.0,383.0,23,23.2447,0,0.0,0.0,0,0.0,0.0,0.0,2021-02-02T00:00:00-05:00,N,No,4,2.0,All-Wheel Drive,None,45,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,28,28.1008,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43715,0,0,Ford,FMX,Edge AWD,2021-08-24T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S8),25.7729,0.0,39.9597,0.0,Small Sport Utility Vehicle 4WD,2021,-1750,Edge,None,T
2FMPK4J96MBA23456,2021,FORD,Edge,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",20,28,23,FuelEconomy.gov,No,383.0,,,"41,600","10,500",PK-002,Parks & Recreation,Parks Maintenance,"Auto (S8), 4 cyl, 2.0 L, Turbo",43715,100%,96%,Success,,Light Duty,"6,000",,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SEL,No,No,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.3652,0,0.0,0.0,0.0,0,0.0,0.0,383,0.0,383.0,23,23.2447,0,0.0,0.0,0,0.0,0.0,0.0,2021-02-02T00:00:00-05:00,N,No,4,2.0,All-Wheel Drive,None,45,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,28,28.1008,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43715,0,0,Ford,FMX,Edge AWD,2021-08-24T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S8),25.7729,0.0,39.9597,0.0,Small Sport Utility Vehicle 4WD,2021,-1750,Edge,None,T
1FTNF1CF0DKE34567,2013,FORD,F-150,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",13,18,15,FuelEconomy.gov,No,599.0,,,"68,400","12,200",PK-003,Parks & Recreation,Parks Maintenance,"Auto (S6), 8 cyl, 6.2 L",33184,90%,90%,Success,,Light Duty,"8,000",360,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,None,19.834,0.0,-1,None,None,0.0,0.0,0.0,13,12.9007,0,0.0,0.0,0.0,0,0.0,0.0,599,0.0,599.0,15,14.8638,0,0.0,0.0,0,0.0,0.0,0.0,2013-01-01T00:00:00-05:00,N,No,8,6.2,Rear-Wheel Drive,None,224,None,None,3,2900,0,Regular,Regular Gasoline,None,3,-1,None,18,18.2599,0,0.0,0.0,0.0,0,0.0,0.0,0,0,33184,0,0,Ford,FMX,F150 Pickup 2WD,2016-09-26T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),15.8,0.0,25.1,0.0,Standard Pickup Trucks 2WD,2013,-6750,F150,None,None
3GCPYFED3MG456789,2021,CHEVROLET,Silverado,Gasoline,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",15,19,16,FuelEconomy.gov,No,547.0,512.0,288,"54,300","11,800",PK-004,Parks & Recreation,Parks Maintenance,"Auto 6-spd, 8 cyl, 5.3 L, SIDI; FFV",43089,100%,90%,Success,,Light Duty,"7,000",,,,TRUCK,1500,Trail Boss - LT,No,Yes,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,FFV,18.594375,5.3225,-1,None,None,0.0,0.0,0.0,15,14.5136,11,10.946,0.0,0.0,0,0.0,0.0,547,512.0,547.0,16,16.2552,12,12.3592,0.0,0,0.0,0.0,0.0,2020-09-10T00:00:00-04:00,Y,Yes,8,5.3,Rear-Wheel Drive,None,699,SIDI; FFV,None,2,2750,3300,Gasoline or E85,Regular Gasoline,E85,2,3,None,19,19.0489,15,14.6747,0.0,0.0,0,0.0,0.0,0,0,43089,0,0,Chevrolet,GMX,Silverado 2WD,2021-04-26T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic 6-spd,17.9,13.5,27.0,0.0,Standard Pickup Trucks 2WD,2021,-6000,Silverado,None,None
1FTEW1EP7KKE34567,2019,FORD,F-150,Gasoline,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,26,22,FuelEconomy.gov,No,403.0,,,"32,100","9,200",PK-005,Parks & Recreation,Parks Maintenance,"Auto (S10), 6 cyl, 2.7 L, Turbo",41015,100%,94%,Success,,Light Duty,"7,000",325,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.6239,0,0.0,0.0,0.0,0,0.0,0.0,403,0.0,403.0,22,22.2709,0,0.0,0.0,0,0.0,0.0,0.0,2018-11-09T00:00:00-05:00,N,No,6,2.7,Rear-Wheel Drive,None,99,SIDI & PFI,None,4,2000,0,Regular,Regular Gasoline,None,4,-1,None,26,26.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41015,0,0,Ford,FMX,F150 Pickup 2WD,2018-12-18T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),24.7529,0.0,37.7318,0.0,Standard Pickup Trucks 2WD,2019,-2250,F150,None,T
1FMCU0G61NUA34567,2022,FORD,Escape,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",26,31,28,FuelEconomy.gov,No,318.0,,,"22,500","8,500",PK-006,Parks & Recreation,Parks Maintenance,"Auto 8-spd, 3 cyl, 1.5 L, Turbo",44814,100%,98%,Success,,Light Duty,"5,000",181,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SE,No,No,"Light Duty | GVWR: 5,000 lb",Exempt — Light-Duty,"GVWR 5,000 lbs; not subject to ACF",,,,,None,10.625357142857142,0.0,-1,None,None,0.0,0.0,0.0,26,26.2388,0,0.0,0.0,0.0,0,0.0,0.0,318,0.0,318.0,28,28.0,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,Y,Yes,3,1.5,All-Wheel Drive,None,40,SIDI,None,6,1550,0,Regular,Regular Gasoline,None,6,-1,None,31,31.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44814,0,0,Ford,FMX,Escape AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic 8-spd,34.1,0.0,48.3,0.0,Small Sport Utility Vehicle 4WD,2022,0,Escape,None,T
1FMCU0G6XNUA45678,2022,FORD,Escape,Gasoline,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",26,31,28,FuelEconomy.gov,No,318.0,,,"18,900","7,800",PK-007,Parks & Recreation,Parks Maintenance,"Auto 8-spd, 3 cyl, 1.5 L, Turbo",44814,100%,98%,Success,,Light Duty,"5,000",181,In-Line,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,SE,No,No,"Light Duty | GVWR: 5,000 lb",Exempt — Light-Duty,"GVWR 5,000 lbs; not subject to ACF",,,,,None,10.625357142857142,0.0,-1,None,None,0.0,0.0,0.0,26,26.2388,0,0.0,0.0,0.0,0,0.0,0.0,318,0.0,318.0,28,28.0,0,0.0,0.0,0,0.0,0.0,0.0,2021-11-04T00:00:00-04:00,Y,Yes,3,1.5,All-Wheel Drive,None,40,SIDI,None,6,1550,0,Regular,Regular Gasoline,None,6,-1,None,31,31.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,44814,0,0,Ford,FMX,Escape AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic 8-spd,34.1,0.0,48.3,0.0,Small Sport Utility Vehicle 4WD,2022,0,Escape,None,T
1FM5K8D87LGA12345,2020,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,27,23,FuelEconomy.gov,No,386.0,,,"78,500","14,800",WS-001,Water & Sewer,Water Treatment Plant,"Auto (S10), 4 cyl, 2.3 L, Turbo",41487,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XLT,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.2399,0,0.0,0.0,0.0,0,0.0,0.0,386,0.0,386.0,23,23.2015,0,0.0,0.0,0,0.0,0.0,0.0,2019-06-04T00:00:00-04:00,N,No,4,2.3,Part-time 4-Wheel Drive,None,3,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,27,27.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41487,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),25.6,0.0,40.2,0.0,Standard Sport Utility Vehicle 4WD,2020,-1750,Explorer,None,T
1FM5K8D85LGA23456,2020,FORD,Explorer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",20,27,23,FuelEconomy.gov,No,386.0,,,"82,300","15,200",WS-002,Water & Sewer,Water Treatment Plant,"Auto (S10), 4 cyl, 2.3 L, Turbo",41487,85%,80%,Success,,Light Duty,"7,000",,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XLT,No,No,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,None,12.935217391304349,0.0,-1,None,None,0.0,0.0,0.0,20,20.2399,0,0.0,0.0,0.0,0,0.0,0.0,386,0.0,386.0,23,23.2015,0,0.0,0.0,0,0.0,0.0,0.0,2019-06-04T00:00:00-04:00,N,No,4,2.3,Part-time 4-Wheel Drive,None,3,SIDI,None,5,1900,0,Regular,Regular Gasoline,None,5,-1,None,27,27.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,41487,0,0,Ford,FMX,Explorer AWD,2022-01-12T00:00:00-05:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Y,None,Automatic (S10),25.6,0.0,40.2,0.0,Standard Sport Utility Vehicle 4WD,2020,-1750,Explorer,None,T
1FTFW1ET5DFA34567,2013,FORD,F-150,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",16,22,18,FuelEconomy.gov,No,481.0,,,"95,400","16,500",WS-003,Water & Sewer,Water Treatment Plant,"Auto (S6), 6 cyl, 3.5 L, Turbo",33188,100%,92%,Success,,Light Duty,"8,000",365,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,None,16.528333333333336,0.0,-1,None,None,0.0,0.0,0.0,16,16.2501,0,0.0,0.0,0.0,0,0.0,0.0,481,0.0,481.0,18,18.4758,0,0.0,0.0,0,0.0,0.0,0.0,2013-01-01T00:00:00-05:00,N,No,6,3.5,Rear-Wheel Drive,None,230,SIDI,None,4,2450,0,Regular,Regular Gasoline,None,4,-1,None,22,22.1907,0,0.0,0.0,0.0,0,0.0,0.0,0,0,33188,0,0,Ford,FMX,F150 Pickup 2WD,2016-09-26T00:00:00-04:00,Y,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),20.1943,0.0,30.9149,0.0,Standard Pickup Trucks 2WD,2013,-4500,F150,None,T
1FTFW1ET3DFA45678,2013,FORD,F-150,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",16,22,18,FuelEconomy.gov,No,481.0,,,"88,100","15,800",WS-004,Water & Sewer,Water Treatment Plant,"Auto (S6), 6 cyl, 3.5 L, Turbo",33188,100%,92%,Success,,Light Duty,"8,000",365,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,None,16.528333333333336,0.0,-1,None,None,0.0,0.0,0.0,16,16.2501,0,0.0,0.0,0.0,0,0.0,0.0,481,0.0,481.0,18,18.4758,0,0.0,0.0,0,0.0,0.0,0.0,2013-01-01T00:00:00-05:00,N,No,6,3.5,Rear-Wheel Drive,None,230,SIDI,None,4,2450,0,Regular,Regular Gasoline,None,4,-1,None,22,22.1907,0,0.0,0.0,0.0,0,0.0,0.0,0,0,33188,0,0,Ford,FMX,F150 Pickup 2WD,2016-09-26T00:00:00-04:00,Y,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),20.1943,0.0,30.9149,0.0,Standard Pickup Trucks 2WD,2013,-4500,F150,None,T
3GCPYFEDXMG567890,2021,CHEVROLET,Silverado,Gasoline,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",15,19,16,FuelEconomy.gov,No,547.0,512.0,288,"71,200","13,900",WS-005,Water & Sewer,Water Treatment Plant,"Auto 6-spd, 8 cyl, 5.3 L, SIDI; FFV",43089,100%,90%,Success,,Light Duty,"7,000",,,,TRUCK,1500,Trail Boss - LT,No,Yes,"Light Duty | GVWR: 7,000 lb",Exempt — Light-Duty,"GVWR 7,000 lbs; not subject to ACF",,,,,FFV,18.594375,5.3225,-1,None,None,0.0,0.0,0.0,15,14.5136,11,10.946,0.0,0.0,0,0.0,0.0,547,512.0,547.0,16,16.2552,12,12.3592,0.0,0,0.0,0.0,0.0,2020-09-10T00:00:00-04:00,Y,Yes,8,5.3,Rear-Wheel Drive,None,699,SIDI; FFV,None,2,2750,3300,Gasoline or E85,Regular Gasoline,E85,2,3,None,19,19.0489,15,14.6747,0.0,0.0,0,0.0,0.0,0,0,43089,0,0,Chevrolet,GMX,Silverado 2WD,2021-04-26T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic 6-spd,17.9,13.5,27.0,0.0,Standard Pickup Trucks 2WD,2021,-6000,Silverado,None,None
1FTNF1CF9DKE45678,2013,FORD,F-150,Gasoline,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",13,18,15,FuelEconomy.gov,No,599.0,,,"83,600","14,500",WS-006,Water & Sewer,Water Treatment Plant,"Auto (S6), 8 cyl, 6.2 L",33184,90%,90%,Success,,Light Duty,"8,000",360,V-Shaped,,TRUCK,,,No,Yes,"Light Duty | GVWR: 8,000 lb",Exempt — Light-Duty,"GVWR 8,000 lbs; not subject to ACF",,,,,None,19.834,0.0,-1,None,None,0.0,0.0,0.0,13,12.9007,0,0.0,0.0,0.0,0,0.0,0.0,599,0.0,599.0,15,14.8638,0,0.0,0.0,0,0.0,0.0,0.0,2013-01-01T00:00:00-05:00,N,No,8,6.2,Rear-Wheel Drive,None,224,None,None,3,2900,0,Regular,Regular Gasoline,None,3,-1,None,18,18.2599,0,0.0,0.0,0.0,0,0.0,0.0,0,0,33184,0,0,Ford,FMX,F150 Pickup 2WD,2016-09-26T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),15.8,0.0,25.1,0.0,Standard Pickup Trucks 2WD,2013,-6750,F150,None,None
